CustomerID,Tenure,RFM_Segment,Estimated_Spend,SatisfactionScore,Complain,WarehouseToHome,Churn,Churn_Probability,Risk_Level,Prescribed_Intervention
54630,1.0,Champions,1892.77,3,0,18.0,1,0.767,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54631,1.0,Champions,2458.5,1,0,31.0,0,0.269,Low Risk,Priority 4: Standard Loyalty Reward Program
54632,12.0,Champions,2455.64,3,0,17.0,0,0.097,Low Risk,Priority 4: Standard Loyalty Reward Program
54633,11.0,At-Risk High-Value,5210.42,4,0,7.0,0,0.067,Low Risk,Priority 4: Standard Loyalty Reward Program
54634,23.0,At-Risk High-Value,3520.22,3,1,25.0,0,0.013,Low Risk,Priority 4: Standard Loyalty Reward Program
54635,1.0,At-Risk High-Value,1674.75,1,1,30.0,0,0.284,Low Risk,Priority 4: Standard Loyalty Reward Program
54636,1.0,At-Risk High-Value,2064.92,4,0,35.0,0,0.099,Low Risk,Priority 4: Standard Loyalty Reward Program
54637,1.0,Loyal Customers,1608.97,4,0,24.0,0,0.454,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
54638,24.0,At-Risk High-Value,18573.5,4,0,10.0,0,0.006,Low Risk,Priority 4: Standard Loyalty Reward Program
54639,1.0,At-Risk High-Value,1605.56,3,0,20.0,0,0.209,Low Risk,Priority 4: Standard Loyalty Reward Program
54640,1.0,Loyal Customers,1692.46,3,1,14.0,1,0.952,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54641,1.0,Loyal Customers,1598.63,5,0,19.0,1,0.982,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54642,8.0,At-Risk High-Value,1773.42,1,1,7.0,0,0.191,Low Risk,Priority 4: Standard Loyalty Reward Program
54643,1.0,Loyal Customers,1840.63,5,0,20.0,1,0.99,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54644,9.0,Loyal Customers,1779.91,1,0,32.0,0,0.014,Low Risk,Priority 4: Standard Loyalty Reward Program
54645,5.0,At-Risk High-Value,5926.8,1,0,13.0,0,0.041,Low Risk,Priority 4: Standard Loyalty Reward Program
54646,1.0,At-Risk High-Value,1615.57,3,0,13.0,0,0.14,Low Risk,Priority 4: Standard Loyalty Reward Program
54647,11.0,Champions,2431.22,3,1,9.0,0,0.16,Low Risk,Priority 4: Standard Loyalty Reward Program
54648,1.0,Loyal Customers,1686.96,4,0,7.0,0,0.374,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
54649,16.0,Champions,2737.18,1,0,9.0,0,0.014,Low Risk,Priority 4: Standard Loyalty Reward Program
54650,17.0,Champions,3203.97,1,1,13.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
54651,12.0,Loyal Customers,1663.09,5,0,7.0,0,0.077,Low Risk,Priority 4: Standard Loyalty Reward Program
54652,17.0,At-Risk High-Value,4999.22,3,1,16.0,0,0.055,Low Risk,Priority 4: Standard Loyalty Reward Program
54653,22.0,Champions,3069.22,5,0,7.0,0,0.01,Low Risk,Priority 4: Standard Loyalty Reward Program
54654,18.0,Champions,2033.35,3,0,7.0,0,0.01,Low Risk,Priority 4: Standard Loyalty Reward Program
54655,8.0,At-Risk High-Value,1658.69,3,1,21.0,0,0.147,Low Risk,Priority 4: Standard Loyalty Reward Program
54656,1.0,Loyal Customers,1709.51,5,0,9.0,1,0.977,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54657,1.0,Loyal Customers,1754.17,3,0,29.0,0,0.267,Low Risk,Priority 4: Standard Loyalty Reward Program
54658,18.0,Champions,3521.43,1,1,10.0,0,0.05,Low Risk,Priority 4: Standard Loyalty Reward Program
54659,1.0,Champions,2520.04,3,0,13.0,0,0.146,Low Risk,Priority 4: Standard Loyalty Reward Program
54660,7.0,Champions,2156.44,3,0,15.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
54661,6.0,At-Risk High-Value,2070.42,1,1,16.0,0,0.008,Low Risk,Priority 4: Standard Loyalty Reward Program
54662,4.0,Loyal Customers,1604.13,3,0,10.0,0,0.047,Low Risk,Priority 4: Standard Loyalty Reward Program
54663,27.0,At-Risk High-Value,10336.09,5,0,7.0,0,0.021,Low Risk,Priority 4: Standard Loyalty Reward Program
54664,8.0,At-Risk High-Value,7519.54,1,0,7.0,0,0.037,Low Risk,Priority 4: Standard Loyalty Reward Program
54665,9.0,Champions,1846.46,5,0,33.0,1,0.944,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54666,1.0,Loyal Customers,891.0,1,1,13.0,0,0.326,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
54667,11.0,Champions,9650.96,3,0,10.0,0,0.05,Low Risk,Priority 4: Standard Loyalty Reward Program
54668,3.0,Champions,1986.71,3,0,10.0,0,0.017,Low Risk,Priority 4: Standard Loyalty Reward Program
54669,9.0,At-Risk High-Value,12636.36,1,0,13.0,0,0.065,Low Risk,Priority 4: Standard Loyalty Reward Program
54670,7.0,At-Risk High-Value,5561.88,1,0,13.0,0,0.027,Low Risk,Priority 4: Standard Loyalty Reward Program
54671,28.0,Champions,2554.75,4,0,26.0,0,0.006,Low Risk,Priority 4: Standard Loyalty Reward Program
54672,10.0,Champions,2348.17,4,1,16.0,0,0.051,Low Risk,Priority 4: Standard Loyalty Reward Program
54673,1.0,Loyal Customers,1599.95,1,0,10.0,0,0.219,Low Risk,Priority 4: Standard Loyalty Reward Program
54674,1.0,Loyal Customers,1485.99,3,1,17.0,1,0.989,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54675,1.0,At-Risk High-Value,8716.4,5,1,10.0,1,0.993,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54676,9.0,Loyal Customers,1515.91,3,0,10.0,0,0.073,Low Risk,Priority 4: Standard Loyalty Reward Program
54677,1.0,Loyal Customers,1685.09,5,0,11.0,0,0.202,Low Risk,Priority 4: Standard Loyalty Reward Program
54678,1.0,Champions,1908.61,4,0,15.0,0,0.064,Low Risk,Priority 4: Standard Loyalty Reward Program
54679,12.0,At-Risk High-Value,1818.08,1,0,14.0,0,0.04,Low Risk,Priority 4: Standard Loyalty Reward Program
54680,3.0,At-Risk High-Value,2511.3,1,0,7.0,0,0.049,Low Risk,Priority 4: Standard Loyalty Reward Program
54681,22.0,At-Risk High-Value,3402.3,4,0,9.0,0,0.017,Low Risk,Priority 4: Standard Loyalty Reward Program
54682,1.0,At-Risk High-Value,1886.17,1,1,10.0,0,0.061,Low Risk,Priority 4: Standard Loyalty Reward Program
54683,11.0,Champions,1889.8,1,0,17.0,0,0.074,Low Risk,Priority 4: Standard Loyalty Reward Program
54684,24.0,At-Risk High-Value,3458.62,3,1,35.0,0,0.043,Low Risk,Priority 4: Standard Loyalty Reward Program
54685,8.0,At-Risk High-Value,9293.24,4,0,16.0,0,0.047,Low Risk,Priority 4: Standard Loyalty Reward Program
54686,1.0,Champions,2817.7,3,0,10.0,1,0.99,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54687,13.0,At-Risk High-Value,11254.98,3,0,9.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
54688,6.0,At-Risk High-Value,1968.56,1,0,17.0,0,0.014,Low Risk,Priority 4: Standard Loyalty Reward Program
54689,14.0,At-Risk High-Value,2122.56,3,1,15.0,1,0.918,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54690,12.0,At-Risk High-Value,2213.75,1,0,7.0,0,0.017,Low Risk,Priority 4: Standard Loyalty Reward Program
54691,1.0,At-Risk High-Value,2190.32,5,0,7.0,0,0.145,Low Risk,Priority 4: Standard Loyalty Reward Program
54692,6.0,At-Risk High-Value,2602.49,1,0,10.0,0,0.051,Low Risk,Priority 4: Standard Loyalty Reward Program
54693,21.0,At-Risk High-Value,1920.6,5,0,21.0,0,0.005,Low Risk,Priority 4: Standard Loyalty Reward Program
54694,14.0,At-Risk High-Value,2527.25,5,1,12.0,0,0.132,Low Risk,Priority 4: Standard Loyalty Reward Program
54695,27.0,At-Risk High-Value,3004.54,3,0,14.0,0,0.008,Low Risk,Priority 4: Standard Loyalty Reward Program
54696,15.0,At-Risk High-Value,22623.32,1,0,17.0,0,0.048,Low Risk,Priority 4: Standard Loyalty Reward Program
54697,31.0,At-Risk High-Value,2954.32,5,0,23.0,0,0.034,Low Risk,Priority 4: Standard Loyalty Reward Program
54698,1.0,At-Risk High-Value,2342.23,5,0,17.0,0,0.181,Low Risk,Priority 4: Standard Loyalty Reward Program
54699,15.0,At-Risk High-Value,5228.68,3,0,7.0,0,0.018,Low Risk,Priority 4: Standard Loyalty Reward Program
54700,24.0,At-Risk High-Value,2701.88,4,0,15.0,0,0.024,Low Risk,Priority 4: Standard Loyalty Reward Program
54701,1.0,At-Risk High-Value,3237.52,4,1,7.0,1,0.994,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54702,10.0,At-Risk High-Value,2663.43,5,0,15.0,0,0.05,Low Risk,Priority 4: Standard Loyalty Reward Program
54703,12.0,Champions,2239.71,3,1,7.0,0,0.116,Low Risk,Priority 4: Standard Loyalty Reward Program
54704,18.0,At-Risk High-Value,1782.88,3,0,31.0,0,0.076,Low Risk,Priority 4: Standard Loyalty Reward Program
54705,21.0,At-Risk High-Value,17338.2,3,1,10.0,0,0.036,Low Risk,Priority 4: Standard Loyalty Reward Program
54706,4.0,At-Risk High-Value,7833.76,1,0,34.0,0,0.03,Low Risk,Priority 4: Standard Loyalty Reward Program
54707,3.0,Loyal Customers,1665.62,3,0,17.0,0,0.14,Low Risk,Priority 4: Standard Loyalty Reward Program
54708,6.0,At-Risk High-Value,2517.74,3,1,26.0,1,0.978,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54709,17.0,At-Risk High-Value,3185.16,1,0,22.0,0,0.083,Low Risk,Priority 4: Standard Loyalty Reward Program
54710,8.0,At-Risk High-Value,5126.55,3,0,15.0,0,0.042,Low Risk,Priority 4: Standard Loyalty Reward Program
54711,1.0,At-Risk High-Value,1650.0,5,0,16.0,0,0.219,Low Risk,Priority 4: Standard Loyalty Reward Program
54712,13.0,At-Risk High-Value,4155.58,4,0,10.0,0,0.034,Low Risk,Priority 4: Standard Loyalty Reward Program
54713,30.0,Champions,2596.33,1,0,16.0,0,0.052,Low Risk,Priority 4: Standard Loyalty Reward Program
54714,14.0,At-Risk High-Value,2448.93,1,1,9.0,0,0.03,Low Risk,Priority 4: Standard Loyalty Reward Program
54715,1.0,At-Risk High-Value,2124.21,5,0,14.0,0,0.183,Low Risk,Priority 4: Standard Loyalty Reward Program
54716,3.0,At-Risk High-Value,2441.5,4,0,17.0,0,0.028,Low Risk,Priority 4: Standard Loyalty Reward Program
54717,27.0,At-Risk High-Value,2466.75,1,0,13.0,0,0.012,Low Risk,Priority 4: Standard Loyalty Reward Program
54718,9.0,Champions,1935.23,5,0,9.0,0,0.041,Low Risk,Priority 4: Standard Loyalty Reward Program
54719,6.0,At-Risk High-Value,4897.48,1,0,31.0,0,0.009,Low Risk,Priority 4: Standard Loyalty Reward Program
54720,12.0,Loyal Customers,1711.27,3,1,9.0,0,0.283,Low Risk,Priority 4: Standard Loyalty Reward Program
54721,8.0,Champions,1938.31,5,0,15.0,0,0.051,Low Risk,Priority 4: Standard Loyalty Reward Program
54722,26.0,At-Risk High-Value,3229.16,5,0,10.0,0,0.032,Low Risk,Priority 4: Standard Loyalty Reward Program
54723,1.0,At-Risk High-Value,6681.84,1,1,7.0,1,0.999,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54724,1.0,At-Risk High-Value,2054.8,1,0,33.0,0,0.132,Low Risk,Priority 4: Standard Loyalty Reward Program
54725,19.0,Champions,4209.04,3,0,9.0,0,0.074,Low Risk,Priority 4: Standard Loyalty Reward Program
54726,1.0,At-Risk High-Value,1760.55,3,0,17.0,0,0.177,Low Risk,Priority 4: Standard Loyalty Reward Program
54727,11.0,At-Risk High-Value,2078.67,3,1,34.0,1,0.989,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54728,8.0,At-Risk High-Value,2065.14,1,0,9.0,0,0.023,Low Risk,Priority 4: Standard Loyalty Reward Program
54729,19.0,At-Risk High-Value,3559.49,5,1,9.0,1,0.911,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54730,10.0,At-Risk High-Value,2209.57,5,0,15.0,0,0.076,Low Risk,Priority 4: Standard Loyalty Reward Program
54731,26.0,At-Risk High-Value,1843.38,1,0,26.0,0,0.01,Low Risk,Priority 4: Standard Loyalty Reward Program
54732,1.0,Champions,2782.56,1,0,7.0,0,0.082,Low Risk,Priority 4: Standard Loyalty Reward Program
54733,3.0,Champions,1851.85,3,0,34.0,0,0.048,Low Risk,Priority 4: Standard Loyalty Reward Program
54734,1.0,At-Risk High-Value,1960.86,5,0,15.0,1,0.989,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54735,8.0,At-Risk High-Value,1735.8,1,0,7.0,0,0.01,Low Risk,Priority 4: Standard Loyalty Reward Program
54736,28.0,At-Risk High-Value,1978.35,5,1,26.0,0,0.033,Low Risk,Priority 4: Standard Loyalty Reward Program
54737,1.0,Champions,1852.62,1,0,15.0,0,0.142,Low Risk,Priority 4: Standard Loyalty Reward Program
54738,11.0,At-Risk High-Value,4202.55,5,1,17.0,0,0.124,Low Risk,Priority 4: Standard Loyalty Reward Program
54739,12.0,At-Risk High-Value,5082.0,5,1,9.0,0,0.067,Low Risk,Priority 4: Standard Loyalty Reward Program
54740,8.0,At-Risk High-Value,1856.91,5,0,9.0,0,0.06,Low Risk,Priority 4: Standard Loyalty Reward Program
54741,9.0,At-Risk High-Value,1657.92,1,0,15.0,0,0.04,Low Risk,Priority 4: Standard Loyalty Reward Program
54742,4.0,At-Risk High-Value,1796.63,3,0,7.0,0,0.023,Low Risk,Priority 4: Standard Loyalty Reward Program
54743,14.0,At-Risk High-Value,3683.68,4,0,9.0,0,0.018,Low Risk,Priority 4: Standard Loyalty Reward Program
54744,8.0,At-Risk High-Value,2090.0,5,0,15.0,0,0.124,Low Risk,Priority 4: Standard Loyalty Reward Program
54745,16.0,At-Risk High-Value,25517.25,1,0,15.0,0,0.036,Low Risk,Priority 4: Standard Loyalty Reward Program
54746,1.0,Loyal Customers,1551.11,5,1,13.0,1,0.559,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
54747,1.0,Loyal Customers,1671.34,4,0,16.0,0,0.466,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
54748,26.0,At-Risk High-Value,1721.39,3,0,18.0,0,0.022,Low Risk,Priority 4: Standard Loyalty Reward Program
54749,24.0,At-Risk High-Value,3315.29,3,0,9.0,0,0.004,Low Risk,Priority 4: Standard Loyalty Reward Program
54750,1.0,Loyal Customers,1630.09,5,1,7.0,1,0.869,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54751,7.0,At-Risk High-Value,2661.01,3,0,14.0,0,0.038,Low Risk,Priority 4: Standard Loyalty Reward Program
54752,1.0,At-Risk High-Value,1960.64,5,0,23.0,1,0.992,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54753,21.0,Champions,6435.44,1,1,9.0,0,0.003,Low Risk,Priority 4: Standard Loyalty Reward Program
54754,10.0,At-Risk High-Value,1950.08,4,0,7.0,0,0.016,Low Risk,Priority 4: Standard Loyalty Reward Program
54755,3.0,At-Risk High-Value,1672.0,3,0,30.0,0,0.017,Low Risk,Priority 4: Standard Loyalty Reward Program
54756,21.0,At-Risk High-Value,24444.42,4,1,9.0,1,0.53,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
54757,9.0,At-Risk High-Value,2475.99,3,0,7.0,0,0.033,Low Risk,Priority 4: Standard Loyalty Reward Program
54758,16.0,At-Risk High-Value,2041.82,1,1,7.0,0,0.033,Low Risk,Priority 4: Standard Loyalty Reward Program
54759,1.0,Champions,2785.53,3,0,9.0,1,0.433,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
54760,10.0,At-Risk High-Value,1610.73,4,0,20.0,0,0.038,Low Risk,Priority 4: Standard Loyalty Reward Program
54761,6.0,At-Risk High-Value,7184.87,3,0,11.0,0,0.003,Low Risk,Priority 4: Standard Loyalty Reward Program
54762,14.0,Champions,1935.34,3,0,23.0,0,0.021,Low Risk,Priority 4: Standard Loyalty Reward Program
54763,4.0,Champions,2131.47,1,1,9.0,0,0.076,Low Risk,Priority 4: Standard Loyalty Reward Program
54764,19.0,Loyal Customers,1625.14,3,0,9.0,0,0.151,Low Risk,Priority 4: Standard Loyalty Reward Program
54765,16.0,At-Risk High-Value,7450.96,4,0,36.0,0,0.016,Low Risk,Priority 4: Standard Loyalty Reward Program
54766,12.0,At-Risk High-Value,2066.68,5,0,19.0,0,0.029,Low Risk,Priority 4: Standard Loyalty Reward Program
54767,8.0,At-Risk High-Value,1655.83,1,0,23.0,0,0.061,Low Risk,Priority 4: Standard Loyalty Reward Program
54768,13.0,At-Risk High-Value,8867.76,1,0,18.0,1,0.917,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54769,19.0,At-Risk High-Value,7770.4,1,0,9.0,1,0.893,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54770,17.0,Champions,3262.49,5,0,21.0,0,0.052,Low Risk,Priority 4: Standard Loyalty Reward Program
54771,1.0,At-Risk High-Value,2783.88,1,1,12.0,0,0.201,Low Risk,Priority 4: Standard Loyalty Reward Program
54772,9.0,At-Risk High-Value,2499.31,3,0,14.0,0,0.049,Low Risk,Priority 4: Standard Loyalty Reward Program
54773,2.0,At-Risk High-Value,7602.76,4,1,9.0,0,0.057,Low Risk,Priority 4: Standard Loyalty Reward Program
54774,8.0,At-Risk High-Value,1786.07,1,0,10.0,0,0.018,Low Risk,Priority 4: Standard Loyalty Reward Program
54775,1.0,At-Risk High-Value,1635.26,3,1,12.0,1,0.643,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54776,1.0,Loyal Customers,1562.66,1,0,10.0,0,0.271,Low Risk,Priority 4: Standard Loyalty Reward Program
54777,25.0,At-Risk High-Value,7921.92,3,0,33.0,0,0.017,Low Risk,Priority 4: Standard Loyalty Reward Program
54778,18.0,At-Risk High-Value,3041.44,4,0,11.0,0,0.047,Low Risk,Priority 4: Standard Loyalty Reward Program
54779,1.0,Loyal Customers,1751.64,5,0,9.0,0,0.166,Low Risk,Priority 4: Standard Loyalty Reward Program
54780,7.0,At-Risk High-Value,1819.07,5,0,7.0,0,0.01,Low Risk,Priority 4: Standard Loyalty Reward Program
54781,9.0,Loyal Customers,1656.49,5,0,34.0,0,0.15,Low Risk,Priority 4: Standard Loyalty Reward Program
54782,10.0,At-Risk High-Value,5142.77,1,1,7.0,0,0.005,Low Risk,Priority 4: Standard Loyalty Reward Program
54783,6.0,At-Risk High-Value,1859.33,1,0,20.0,0,0.032,Low Risk,Priority 4: Standard Loyalty Reward Program
54784,4.0,At-Risk High-Value,1788.71,1,0,12.0,0,0.069,Low Risk,Priority 4: Standard Loyalty Reward Program
54785,27.0,At-Risk High-Value,2577.74,1,1,14.0,0,0.018,Low Risk,Priority 4: Standard Loyalty Reward Program
54786,19.0,At-Risk High-Value,2558.71,5,1,16.0,0,0.205,Low Risk,Priority 4: Standard Loyalty Reward Program
54787,6.0,At-Risk High-Value,1944.25,3,0,15.0,0,0.064,Low Risk,Priority 4: Standard Loyalty Reward Program
54788,26.0,Champions,2895.86,1,0,32.0,0,0.005,Low Risk,Priority 4: Standard Loyalty Reward Program
54789,11.0,Champions,2071.74,3,0,23.0,0,0.039,Low Risk,Priority 4: Standard Loyalty Reward Program
54790,2.0,At-Risk High-Value,1917.96,1,0,15.0,0,0.045,Low Risk,Priority 4: Standard Loyalty Reward Program
54791,1.0,At-Risk High-Value,2850.38,1,0,7.0,0,0.09,Low Risk,Priority 4: Standard Loyalty Reward Program
54792,18.0,At-Risk High-Value,1684.98,1,1,15.0,0,0.055,Low Risk,Priority 4: Standard Loyalty Reward Program
54793,16.0,At-Risk High-Value,2477.48,1,1,9.0,0,0.074,Low Risk,Priority 4: Standard Loyalty Reward Program
54794,10.0,At-Risk High-Value,1632.62,5,0,15.0,0,0.028,Low Risk,Priority 4: Standard Loyalty Reward Program
54795,1.0,At-Risk High-Value,1836.34,5,1,10.0,0,0.197,Low Risk,Priority 4: Standard Loyalty Reward Program
54796,9.0,At-Risk High-Value,2550.35,3,1,16.0,0,0.057,Low Risk,Priority 4: Standard Loyalty Reward Program
54797,1.0,At-Risk High-Value,6389.68,4,1,32.0,1,0.989,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54798,6.0,At-Risk High-Value,1629.54,1,0,7.0,0,0.026,Low Risk,Priority 4: Standard Loyalty Reward Program
54799,1.0,At-Risk High-Value,1843.16,5,0,11.0,0,0.228,Low Risk,Priority 4: Standard Loyalty Reward Program
54800,23.0,At-Risk High-Value,1768.8,5,0,7.0,0,0.002,Low Risk,Priority 4: Standard Loyalty Reward Program
54801,1.0,At-Risk High-Value,3445.64,1,0,11.0,0,0.154,Low Risk,Priority 4: Standard Loyalty Reward Program
54802,6.0,At-Risk High-Value,6277.92,4,0,12.0,0,0.048,Low Risk,Priority 4: Standard Loyalty Reward Program
54803,12.0,At-Risk High-Value,1693.89,4,0,16.0,0,0.06,Low Risk,Priority 4: Standard Loyalty Reward Program
54804,16.0,At-Risk High-Value,1950.41,1,1,10.0,0,0.019,Low Risk,Priority 4: Standard Loyalty Reward Program
54805,5.0,At-Risk High-Value,1634.16,1,1,18.0,0,0.214,Low Risk,Priority 4: Standard Loyalty Reward Program
54806,1.0,At-Risk High-Value,1683.0,3,1,7.0,1,0.926,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54807,27.0,At-Risk High-Value,2676.96,1,0,15.0,0,0.018,Low Risk,Priority 4: Standard Loyalty Reward Program
54808,9.0,At-Risk High-Value,2574.33,4,0,32.0,0,0.049,Low Risk,Priority 4: Standard Loyalty Reward Program
54809,11.0,Loyal Customers,1702.03,1,0,28.0,0,0.048,Low Risk,Priority 4: Standard Loyalty Reward Program
54810,27.0,At-Risk High-Value,5890.5,1,0,30.0,0,0.015,Low Risk,Priority 4: Standard Loyalty Reward Program
54811,17.0,At-Risk High-Value,2980.23,1,0,7.0,0,0.021,Low Risk,Priority 4: Standard Loyalty Reward Program
54812,21.0,At-Risk High-Value,7496.28,1,1,9.0,0,0.037,Low Risk,Priority 4: Standard Loyalty Reward Program
54813,11.0,At-Risk High-Value,2215.62,4,1,26.0,0,0.115,Low Risk,Priority 4: Standard Loyalty Reward Program
54814,24.0,At-Risk High-Value,25099.8,5,0,9.0,0,0.015,Low Risk,Priority 4: Standard Loyalty Reward Program
54815,13.0,At-Risk High-Value,1947.44,1,0,9.0,0,0.023,Low Risk,Priority 4: Standard Loyalty Reward Program
54816,7.0,At-Risk High-Value,1625.47,4,1,10.0,0,0.238,Low Risk,Priority 4: Standard Loyalty Reward Program
54817,1.0,Loyal Customers,1682.45,1,1,32.0,1,0.816,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54818,3.0,At-Risk High-Value,1653.52,1,0,14.0,0,0.067,Low Risk,Priority 4: Standard Loyalty Reward Program
54819,18.0,Champions,6625.96,5,1,16.0,0,0.14,Low Risk,Priority 4: Standard Loyalty Reward Program
54820,2.0,At-Risk High-Value,1914.88,1,0,12.0,0,0.023,Low Risk,Priority 4: Standard Loyalty Reward Program
54821,21.0,Loyal Customers,1636.8,1,1,9.0,1,0.979,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54822,17.0,Champions,1899.15,4,0,15.0,0,0.035,Low Risk,Priority 4: Standard Loyalty Reward Program
54823,1.0,At-Risk High-Value,1599.84,3,0,9.0,1,0.953,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54824,1.0,Loyal Customers,1671.23,1,0,25.0,1,0.968,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54825,10.0,At-Risk High-Value,5248.65,1,1,21.0,0,0.008,Low Risk,Priority 4: Standard Loyalty Reward Program
54826,21.0,At-Risk High-Value,1737.34,1,1,9.0,0,0.083,Low Risk,Priority 4: Standard Loyalty Reward Program
54827,1.0,At-Risk High-Value,1833.81,3,1,10.0,1,0.949,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54828,5.0,Loyal Customers,1680.58,1,1,9.0,1,0.973,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54829,2.0,At-Risk High-Value,2454.7,3,0,16.0,0,0.062,Low Risk,Priority 4: Standard Loyalty Reward Program
54830,3.0,At-Risk High-Value,2459.16,5,1,13.0,1,0.978,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
54831,1.0,Loyal Customers,1629.98,3,0,11.0,0,0.43,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
54832,8.0,Loyal Customers,1595.88,4,0,17.0,0,0.128,Low Risk,Priority 4: Standard Loyalty Reward Program
54833,16.0,At-Risk High-Value,2061.84,3,0,21.0,0,0.075,Low Risk,Priority 4: Standard Loyalty Reward Program
54834,7.0,At-Risk High-Value,1682.89,5,1,7.0,0,0.298,Low Risk,Priority 4: Standard Loyalty Reward Program
54835,31.0,At-Risk High-Value,2535.72,4,1,12.0,0,0.013,Low Risk,Priority 4: Standard Loyalty Reward Program
54836,5.0,At-Risk High-Value,4893.57,3,0,14.0,0,0.041,Low Risk,Priority 4: Standard Loyalty Reward Program
54837,9.0,At-Risk High-Value,1816.54,1,1,28.0,0,0.038,Low Risk,Priority 4: Standard Loyalty Reward Program
54838,23.0,At-Risk High-Value,2189.33,4,0,15.0,0,0.031,Low Risk,Priority 4: Standard Loyalty Reward Program
54839,22.0,Loyal Customers,1623.49,3,0,27.0,0,0.056,Low Risk,Priority 4: Standard Loyalty Reward Program
54840,5.0,Champions,2137.52,3,0,27.0,0,0.067,Low Risk,Priority 4: Standard Loyalty Reward Program
54841,10.0,Champions,1889.58,1,0,14.0,0,0.029,Low Risk,Priority 4: Standard Loyalty Reward Program
54842,12.0,At-Risk High-Value,8607.06,5,0,7.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
54843,6.0,At-Risk High-Value,1631.52,4,0,7.0,0,0.067,Low Risk,Priority 4: Standard Loyalty Reward Program
54844,1.0,Loyal Customers,1640.43,4,1,26.0,1,0.994,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54845,14.0,At-Risk High-Value,2442.55,4,0,17.0,0,0.083,Low Risk,Priority 4: Standard Loyalty Reward Program
54846,1.0,At-Risk High-Value,1847.34,5,0,7.0,0,0.15,Low Risk,Priority 4: Standard Loyalty Reward Program
54847,15.0,At-Risk High-Value,2841.46,5,1,13.0,0,0.111,Low Risk,Priority 4: Standard Loyalty Reward Program
54848,10.0,At-Risk High-Value,3304.18,3,0,9.0,0,0.051,Low Risk,Priority 4: Standard Loyalty Reward Program
54849,1.0,Loyal Customers,1608.31,4,1,28.0,1,0.999,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54850,1.0,Loyal Customers,1702.03,5,0,11.0,1,0.965,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
54851,5.0,At-Risk High-Value,9085.72,1,1,19.0,0,0.071,Low Risk,Priority 4: Standard Loyalty Reward Program
54852,14.0,Loyal Customers,1772.87,4,1,16.0,0,0.183,Low Risk,Priority 4: Standard Loyalty Reward Program
54853,6.0,At-Risk High-Value,7401.62,5,0,10.0,0,0.034,Low Risk,Priority 4: Standard Loyalty Reward Program
